sample_date,sample_id,state,location_type,water_source,season,ph,turbidity_ntu,tds_mg_l,dissolved_oxygen_mg_l,bod_mg_l,fecal_coliform_mpn,total_coliform_mpn,nitrate_mg_l,fluoride_mg_l,chloride_mg_l,hardness_mg_l,temperature_c,arsenic_ug_l,iron_mg_l,population_served,sanitation_access_percent,cholera_outbreak,typhoid_outbreak,dysentery_outbreak,hepatitis_a_outbreak,overall_outbreak
2024-08-18 10:15:52.863524240,WQ012235,Tripura,Rural,Well,Pre-Monsoon,6.0,1.63,429.96,3.92,5.0,5.95,15.15,27.25,1.45,5.0,132.93,26.64,18.87,0.71,200,20,0,1,0,0,1
2024-08-18 11:25:57.943862928,WQ012236,Arunachal Pradesh,Rural,Hand Pump,Monsoon,6.7,12.38,326.11,8.77,2.18,39.26,120.91,31.76,0.26,5.0,117.18,15.71,2.23,0.43,50,40,0,1,0,0,1
2024-08-18 12:36:03.024201616,WQ012237,Mizoram,Urban,Spring,Post-Monsoon,7.28,8.71,562.23,6.53,0.5,30.94,107.82,5.3,0.37,59.96,102.86,22.66,4.76,0.26,2000,40,0,0,0,0,0
2024-08-18 13:46:08.104540304,WQ012238,Arunachal Pradesh,Rural,Stream,Monsoon,6.06,28.67,526.21,5.47,8.14,6.26,14.96,8.89,1.19,71.11,63.48,27.72,5.48,0.56,100,80,0,0,0,0,0
2024-08-18 14:56:13.184878992,WQ012239,Meghalaya,Rural,Pond,Pre-Monsoon,6.78,2.33,419.11,9.7,2.67,267.14,933.36,13.36,0.22,34.85,49.94,26.47,3.51,0.07,500,60,1,1,1,1,1
2024-08-18 16:06:18.265217680,WQ012240,Arunachal Pradesh,Rural,Spring,Monsoon,5.28,11.35,249.35,10.73,4.87,226.73,789.55,11.79,0.87,70.66,92.95,25.7,1.51,0.16,200,40,1,1,1,1,1
2024-08-18 17:16:23.345556376,WQ012241,Assam,Rural,Well,Pre-Monsoon,5.28,0.77,332.43,5.26,2.96,6.07,18.94,0.48,0.06,89.77,46.97,22.22,1.85,1.06,50,40,0,0,0,0,0
2024-08-18 18:26:28.425895064,WQ012242,Assam,Urban,River,Monsoon,8.21,22.68,145.52,6.67,7.91,19.3,58.17,8.13,0.12,41.26,158.03,22.12,13.79,0.11,2000,40,1,0,0,1,1
2024-08-18 19:36:33.506233752,WQ012243,Arunachal Pradesh,Rural,Pond,Winter,7.16,3.99,232.16,4.19,0.85,64.3,202.31,8.25,0.05,5.0,91.11,19.7,14.45,1.99,100,40,0,1,1,0,1
2024-08-18 20:46:38.586572440,WQ012244,Arunachal Pradesh,Urban,Pond,Pre-Monsoon,6.71,0.3,315.94,4.86,1.55,57.69,169.57,4.91,0.71,75.8,159.86,25.87,11.39,0.01,50,60,0,0,0,0,0
2024-08-18 21:56:43.666911128,WQ012245,Assam,Rural,Stream,Monsoon,7.24,13.19,473.09,5.99,1.61,108.04,366.69,4.56,0.03,69.63,154.64,24.08,3.22,0.14,200,20,1,1,1,1,1
2024-08-18 23:06:48.747249816,WQ012246,Assam,Rural,Well,Monsoon,5.9,27.43,409.47,3.72,2.39,226.54,509.5,7.13,0.29,56.26,112.88,27.99,5.52,0.96,100,20,1,1,1,1,1
2024-08-19 00:16:53.827588504,WQ012247,Assam,Urban,Hand Pump,Monsoon,6.69,0.8,312.23,5.89,0.76,95.56,270.52,2.69,1.13,39.15,55.34,28.88,6.18,1.39,100,60,1,1,0,0,1
2024-08-19 01:26:58.907927200,WQ012248,Assam,Rural,River,Pre-Monsoon,7.89,3.61,243.78,1.56,2.89,6.73,15.3,17.52,0.45,60.62,15.0,21.92,9.73,0.68,100,80,0,0,0,0,0
2024-08-19 02:37:03.988265888,WQ012249,Assam,Rural,Pond,Monsoon,5.72,11.51,457.02,5.81,8.64,170.29,397.35,5.63,0.47,61.11,142.45,22.77,5.53,2.06,50,40,1,1,1,1,1
2024-08-19 03:47:09.068604576,WQ012250,Arunachal Pradesh,Rural,Hand Pump,Pre-Monsoon,6.61,53.94,269.13,4.75,5.75,65.89,225.69,39.42,0.06,49.51,140.61,23.52,0.42,0.09,200,60,0,1,0,0,1
2024-08-19 04:57:14.148943264,WQ012251,Nagaland,Rural,Spring,Monsoon,5.5,4.32,445.27,8.15,0.89,89.36,215.28,2.82,0.19,74.23,148.58,22.34,3.98,1.52,100,40,1,1,0,0,1
2024-08-19 06:07:19.229281952,WQ012252,Mizoram,Rural,Hand Pump,Post-Monsoon,7.67,11.97,422.46,4.62,1.83,62.68,211.63,9.11,0.1,47.96,89.22,22.83,9.36,0.13,100,60,0,0,0,0,0
2024-08-19 07:17:24.309620640,WQ012253,Mizoram,Rural,Hand Pump,Pre-Monsoon,7.16,1.1,499.39,6.06,2.24,19.78,65.3,5.66,0.38,12.59,38.87,29.06,1.33,0.52,100,80,0,0,0,0,0
2024-08-19 08:27:29.389959336,WQ012254,Tripura,Rural,Hand Pump,Post-Monsoon,7.94,23.27,230.21,4.9,2.8,6.19,13.42,7.37,0.76,79.7,50.59,29.36,9.06,0.36,50,80,0,0,0,0,0
2024-08-19 09:37:34.470298024,WQ012255,Mizoram,Rural,Stream,Winter,7.67,2.56,287.9,8.45,3.31,91.29,302.53,12.56,0.15,22.82,118.99,14.81,6.0,1.75,1000,40,0,1,0,0,1
2024-08-19 10:47:39.550636712,WQ012256,Nagaland,Urban,Pond,Winter,6.79,1.1,349.69,5.82,5.78,74.96,177.22,8.38,1.01,76.07,132.93,18.25,15.02,0.44,500,60,0,0,0,0,0
2024-08-19 11:57:44.630975400,WQ012257,Meghalaya,Rural,Hand Pump,Monsoon,6.93,8.42,306.88,5.58,4.72,29.16,100.62,6.66,0.18,86.61,127.02,30.49,25.55,0.14,50,80,0,0,0,0,0
2024-08-19 13:07:49.711314088,WQ012258,Tripura,Rural,Pond,Post-Monsoon,7.34,0.11,255.69,7.41,0.5,21.9,75.92,15.33,0.34,22.85,148.74,22.67,0.47,1.43,50,40,0,0,0,0,0
2024-08-19 14:17:54.791652776,WQ012259,Tripura,Rural,Pond,Pre-Monsoon,7.59,0.81,254.45,8.43,5.4,43.33,132.66,23.82,0.01,5.0,136.28,23.92,5.42,0.29,1000,60,0,0,0,0,0
2024-08-19 15:27:59.871991464,WQ012260,Mizoram,Rural,Hand Pump,Pre-Monsoon,8.17,4.8,170.85,9.99,0.88,101.34,245.76,1.3,0.09,75.91,105.81,29.05,2.29,0.29,100,20,0,1,1,1,1
2024-08-19 16:38:04.952330160,WQ012261,Arunachal Pradesh,Rural,River,Winter,6.13,19.77,241.86,6.2,1.1,17.88,41.7,14.56,1.13,73.81,123.66,17.47,2.34,0.24,100,40,0,0,0,0,0
2024-08-19 17:48:10.032668848,WQ012262,Meghalaya,Rural,Spring,Monsoon,5.1,10.3,447.83,8.37,0.79,77.29,249.63,0.55,0.31,52.08,100.8,22.91,5.9,0.5,500,40,0,1,0,1,1
2024-08-19 18:58:15.113007536,WQ012263,Manipur,Rural,Well,Pre-Monsoon,6.16,7.56,474.8,6.01,1.83,21.09,47.95,2.08,0.02,25.69,52.25,31.01,10.13,0.07,50,60,0,0,0,0,0
2024-08-19 20:08:20.193346224,WQ012264,Assam,Rural,Spring,Pre-Monsoon,7.38,8.59,391.22,7.25,0.85,79.81,204.57,5.17,0.45,34.75,80.02,27.27,10.52,0.82,1000,60,0,0,0,1,1
2024-08-19 21:18:25.273684912,WQ012265,Mizoram,Rural,Well,Monsoon,6.93,0.65,315.61,4.77,2.99,135.82,314.65,0.63,0.17,49.27,72.41,30.72,7.85,0.18,50,60,1,1,0,0,1
2024-08-19 22:28:30.354023600,WQ012266,Meghalaya,Rural,River,Winter,6.54,2.72,335.09,6.42,1.18,12.57,27.23,1.59,0.62,34.73,74.49,23.18,0.28,0.57,2000,60,0,0,0,0,0
2024-08-19 23:38:35.434362296,WQ012267,Assam,Rural,Spring,Monsoon,6.38,101.93,547.43,5.57,3.44,46.04,119.44,16.67,0.18,5.0,209.07,28.29,2.97,0.04,2000,20,1,1,1,1,1
2024-08-20 00:48:40.514700984,WQ012268,Meghalaya,Rural,Pond,Post-Monsoon,6.33,0.1,469.65,7.88,4.66,76.11,260.07,4.11,0.67,36.95,81.75,26.05,4.22,0.01,100,100,0,0,0,0,0
2024-08-20 01:58:45.595039672,WQ012269,Nagaland,Rural,Pond,Winter,6.91,4.45,50.0,5.06,1.91,380.73,1034.15,4.47,0.41,87.04,77.69,15.75,14.33,0.12,100,40,1,1,1,1,1
2024-08-20 03:08:50.675378360,WQ012270,Assam,Rural,River,Post-Monsoon,6.45,12.72,230.71,3.93,3.16,116.18,321.6,26.56,0.06,52.28,59.51,28.65,3.25,0.27,50,40,1,1,1,0,1
2024-08-20 04:18:55.755717048,WQ012271,Arunachal Pradesh,Rural,Spring,Winter,8.31,2.38,277.3,4.54,6.92,10.38,34.66,21.63,0.16,65.87,120.93,16.41,1.21,0.58,1000,100,0,0,0,0,0
2024-08-20 05:29:00.836055736,WQ012272,Assam,Rural,Hand Pump,Monsoon,7.66,99.62,564.37,4.29,5.69,35.71,118.97,10.84,0.93,95.31,104.54,25.82,3.56,0.04,50,40,0,0,1,1,1
2024-08-20 06:39:05.916394432,WQ012273,Arunachal Pradesh,Urban,Well,Pre-Monsoon,7.58,4.66,438.53,3.02,1.98,1.82,6.29,10.23,0.45,116.82,69.52,26.12,15.8,2.53,100,60,0,0,0,0,0
2024-08-20 07:49:10.996733120,WQ012274,Manipur,Rural,Spring,Pre-Monsoon,7.02,17.17,148.51,10.69,4.63,36.06,103.72,0.63,0.41,26.81,77.82,26.29,21.63,0.2,100,20,0,0,0,1,1
2024-08-20 08:59:16.077071808,WQ012275,Meghalaya,Rural,Hand Pump,Post-Monsoon,7.91,5.26,447.27,4.9,2.04,11.67,24.13,8.21,0.06,48.39,138.53,27.03,12.67,1.03,500,60,0,0,0,0,0
2024-08-20 10:09:21.157410496,WQ012276,Meghalaya,Rural,River,Monsoon,6.68,8.87,752.14,5.3,0.91,61.64,134.67,1.46,0.58,10.76,47.63,31.75,1.57,1.71,200,80,1,0,0,0,1
2024-08-20 11:19:26.237749184,WQ012277,Manipur,Rural,Hand Pump,Post-Monsoon,7.13,8.67,465.32,5.05,1.36,60.67,173.22,3.1,0.59,37.53,68.11,27.38,1.3,0.05,200,100,0,0,0,0,0
2024-08-20 12:29:31.318087872,WQ012278,Nagaland,Rural,Hand Pump,Monsoon,5.22,55.59,228.29,5.35,2.41,3.52,7.95,12.55,0.84,9.73,101.85,23.47,5.84,0.71,1000,20,0,1,1,1,1
2024-08-20 13:39:36.398426560,WQ012279,Manipur,Urban,Spring,Monsoon,6.81,8.26,560.24,4.08,4.05,32.03,100.62,0.09,0.29,78.43,103.69,23.43,0.48,0.09,50,60,0,0,0,0,0
2024-08-20 14:49:41.478765256,WQ012280,Meghalaya,Rural,Stream,Pre-Monsoon,5.97,14.01,396.89,9.62,6.28,7.64,20.27,1.4,0.92,5.0,120.56,27.16,2.12,0.04,100,80,0,0,0,0,0
2024-08-20 15:59:46.559103944,WQ012281,Tripura,Rural,Pond,Post-Monsoon,6.68,7.54,255.7,5.76,0.5,53.54,144.05,2.18,0.39,91.11,56.46,24.31,16.76,0.07,500,20,1,0,0,0,1
2024-08-20 17:09:51.639442632,WQ012282,Arunachal Pradesh,Rural,Pond,Winter,7.14,3.33,356.83,5.43,1.19,63.01,130.74,5.05,0.63,5.0,15.0,14.0,1.72,0.44,1000,80,0,0,0,0,0
2024-08-20 18:19:56.719781320,WQ012283,Assam,Rural,River,Post-Monsoon,6.28,0.4,316.12,6.37,0.75,89.46,217.09,3.78,0.2,53.87,88.89,29.59,4.18,1.57,200,60,1,0,0,0,1
2024-08-20 19:30:01.800120008,WQ012284,Meghalaya,Rural,River,Pre-Monsoon,7.38,2.61,251.91,7.1,0.5,12.17,33.66,7.85,0.0,17.84,68.24,24.67,5.14,0.1,500,60,0,0,0,0,0
2024-08-20 20:40:06.880458696,WQ012285,Assam,Rural,Hand Pump,Monsoon,7.44,31.14,179.55,2.92,0.52,10.61,26.05,21.3,0.16,37.85,64.92,22.55,8.02,0.03,200,60,1,0,0,0,1
2024-08-20 21:50:11.960797392,WQ012286,Manipur,Urban,Pond,Monsoon,5.89,1.75,265.75,4.11,1.71,15.64,49.61,2.85,0.05,56.71,102.38,26.74,4.41,0.93,1000,80,0,0,0,0,0
2024-08-20 23:00:17.041136080,WQ012287,Manipur,Rural,Hand Pump,Post-Monsoon,7.09,5.94,342.97,2.32,2.66,50.19,111.88,8.64,0.19,74.55,15.0,19.6,21.42,0.11,200,20,0,0,0,0,0
2024-08-21 00:10:22.121474768,WQ012288,Assam,Rural,Pond,Monsoon,5.6,12.55,461.34,5.41,3.69,65.74,154.43,5.02,0.01,28.22,75.44,29.79,22.92,0.37,50,20,1,1,1,0,1
2024-08-21 01:20:27.201813456,WQ012289,Assam,Urban,Hand Pump,Post-Monsoon,6.07,7.59,171.37,4.43,2.89,114.46,304.2,35.11,0.47,11.85,105.69,23.18,1.44,0.4,50,20,1,1,0,0,1
2024-08-21 02:30:32.282152144,WQ012290,Assam,Rural,Hand Pump,Monsoon,6.85,48.95,156.87,3.58,0.5,39.81,95.45,23.08,0.08,49.22,97.76,26.33,1.87,0.04,50,20,1,1,1,1,1
2024-08-21 03:40:37.362490832,WQ012291,Meghalaya,Rural,River,Monsoon,7.17,24.38,364.71,5.49,4.14,257.6,789.99,7.3,0.02,47.42,53.64,28.19,2.18,0.45,100,60,1,1,1,1,1
2024-08-21 04:50:42.442829520,WQ012292,Meghalaya,Rural,River,Post-Monsoon,5.79,5.0,303.92,3.48,2.03,32.1,105.93,10.7,0.46,48.13,165.32,26.89,3.53,0.37,200,20,0,0,0,0,0
2024-08-21 06:00:47.523168216,WQ012293,Arunachal Pradesh,Urban,Pond,Post-Monsoon,8.64,12.42,294.88,6.5,6.22,203.78,696.59,2.94,0.62,14.37,117.72,28.15,1.19,0.8,100,80,1,1,1,0,1
2024-08-21 07:10:52.603506904,WQ012294,Tripura,Rural,Pond,Monsoon,6.2,21.17,221.31,5.33,0.82,108.35,251.44,7.27,0.34,76.1,112.45,24.7,8.02,0.45,200,80,1,1,1,1,1
2024-08-21 08:20:57.683845592,WQ012295,Assam,Rural,Hand Pump,Monsoon,6.77,39.53,228.14,4.93,0.89,30.61,96.11,16.67,0.16,5.0,139.51,21.88,0.36,0.55,500,100,0,1,1,0,1
2024-08-21 09:31:02.764184280,WQ012296,Arunachal Pradesh,Rural,Hand Pump,Winter,6.57,9.02,192.86,5.77,0.66,1.95,6.72,1.72,0.38,26.4,94.18,18.24,17.95,0.57,500,80,0,0,0,0,0
2024-08-21 10:41:07.844522968,WQ012297,Tripura,Rural,Hand Pump,Post-Monsoon,6.77,9.79,99.17,6.54,0.63,2.75,7.55,4.27,0.51,29.02,125.35,23.57,8.38,0.63,500,80,0,0,0,0,0
2024-08-21 11:51:12.924861656,WQ012298,Nagaland,Rural,River,Post-Monsoon,8.21,0.61,397.23,5.32,1.89,9.69,28.95,29.16,0.2,23.86,84.83,32.13,10.68,0.74,100,20,0,0,0,0,0
2024-08-21 13:01:18.005200352,WQ012299,Assam,Urban,Hand Pump,Monsoon,7.8,0.1,419.25,4.86,3.25,44.91,151.9,1.42,0.06,25.34,92.88,23.55,12.57,0.88,200,40,0,0,0,0,0
2024-08-21 14:11:23.085539040,WQ012300,Meghalaya,Rural,Well,Pre-Monsoon,5.68,21.8,582.89,5.11,0.5,23.8,61.33,4.51,1.11,27.33,102.74,25.23,42.47,0.93,100,80,0,1,0,0,1
2024-08-21 15:21:28.165877728,WQ012301,Arunachal Pradesh,Rural,Hand Pump,Monsoon,6.15,5.08,432.57,7.03,14.85,70.07,229.64,1.85,0.32,18.14,125.0,26.66,4.19,0.9,500,80,0,0,0,0,0
2024-08-21 16:31:33.246216416,WQ012302,Nagaland,Rural,Hand Pump,Monsoon,8.96,3.16,345.05,2.38,1.84,19.58,64.18,2.08,1.33,5.0,52.73,24.85,3.0,0.07,200,20,1,0,0,0,1
2024-08-21 17:41:38.326555104,WQ012303,Meghalaya,Urban,Pond,Monsoon,6.25,3.02,416.36,5.39,1.83,119.66,248.32,6.38,1.17,27.94,15.0,24.18,17.42,0.01,1000,20,1,1,1,1,1
2024-08-21 18:51:43.406893792,WQ012304,Nagaland,Rural,Stream,Monsoon,6.94,23.43,297.71,6.58,5.31,200.64,407.98,7.36,0.22,38.03,55.82,29.67,3.04,1.62,50,40,1,1,1,1,1
2024-08-21 20:01:48.487232480,WQ012305,Arunachal Pradesh,Urban,Well,Winter,7.91,0.33,230.65,7.2,7.07,51.51,103.42,11.09,0.12,9.65,91.63,23.25,0.82,0.12,200,80,0,0,0,0,0
2024-08-21 21:11:53.567571176,WQ012306,Assam,Urban,Well,Pre-Monsoon,7.68,7.57,440.74,6.06,1.12,75.6,188.41,52.12,0.14,27.73,128.44,23.97,14.64,0.54,500,40,0,1,0,0,1
2024-08-21 22:21:58.647909864,WQ012307,Tripura,Urban,Pond,Post-Monsoon,5.0,5.93,393.96,6.62,7.78,73.09,221.73,35.36,0.72,88.03,161.67,27.66,1.97,0.15,50,40,0,1,0,0,1
2024-08-21 23:32:03.728248552,WQ012308,Arunachal Pradesh,Urban,Well,Winter,7.27,1.12,171.25,10.02,1.4,40.85,95.05,15.08,0.19,17.53,153.87,16.75,5.94,1.32,2000,100,0,0,0,0,0
2024-08-22 00:42:08.808587240,WQ012309,Assam,Urban,River,Monsoon,8.0,2.55,344.68,5.84,0.5,77.27,242.08,27.46,0.71,45.35,112.69,27.07,3.13,0.58,1000,20,1,1,0,1,1
2024-08-22 01:52:13.888925928,WQ012310,Manipur,Rural,Spring,Monsoon,6.62,2.49,233.52,7.55,0.5,97.93,338.59,35.1,0.66,82.67,96.53,21.38,1.57,0.14,500,40,1,1,1,1,1
2024-08-22 03:02:18.969264616,WQ012311,Nagaland,Rural,Well,Monsoon,5.77,5.26,478.82,8.02,2.06,11.71,33.24,0.1,0.49,21.86,102.68,24.19,1.16,1.45,100,40,0,1,1,0,1
2024-08-22 04:12:24.049603312,WQ012312,Manipur,Rural,River,Winter,6.18,7.19,290.19,5.85,1.16,14.15,41.05,12.21,0.52,44.77,125.39,17.81,0.19,0.62,50,20,0,0,0,0,0
2024-08-22 05:22:29.129942000,WQ012313,Meghalaya,Rural,Hand Pump,Post-Monsoon,6.84,1.62,589.07,1.89,4.04,14.9,40.19,3.55,2.68,47.2,104.46,24.46,0.35,0.46,50,40,0,0,0,0,0
2024-08-22 06:32:34.210280688,WQ012314,Meghalaya,Rural,Pond,Pre-Monsoon,7.54,7.55,515.09,5.92,2.15,4.14,12.39,1.91,0.44,18.35,61.88,27.17,11.03,0.05,500,100,0,0,0,0,0
2024-08-22 07:42:39.290619376,WQ012315,Manipur,Rural,Hand Pump,Post-Monsoon,9.0,24.96,197.24,6.59,4.23,17.26,44.18,0.23,0.32,5.0,139.75,25.04,1.15,0.37,200,60,0,0,0,0,0
2024-08-22 08:52:44.370958064,WQ012316,Assam,Rural,Hand Pump,Monsoon,6.37,34.67,256.65,3.62,3.25,2.64,6.02,10.84,0.15,69.96,125.3,27.29,13.11,0.09,50,20,1,1,0,0,1
2024-08-22 10:02:49.451296752,WQ012317,Meghalaya,Urban,River,Monsoon,7.05,28.0,444.07,9.55,17.84,29.25,86.32,13.68,1.5,48.65,143.75,25.86,3.93,0.93,200,40,0,1,1,1,1
2024-08-22 11:12:54.531635448,WQ012318,Assam,Rural,Well,Pre-Monsoon,5.76,20.85,357.8,4.25,1.84,4.7,12.39,9.34,1.07,57.15,157.68,25.38,3.75,0.76,200,60,0,0,0,0,0
2024-08-22 12:22:59.611974136,WQ012319,Assam,Rural,River,Post-Monsoon,5.65,6.64,310.81,4.48,1.16,1.2,2.94,8.23,0.01,5.0,91.89,24.8,13.17,1.57,1000,20,0,0,0,0,0
2024-08-22 13:33:04.692312824,WQ012320,Arunachal Pradesh,Rural,Well,Monsoon,6.2,25.63,357.75,7.4,0.56,78.23,216.62,8.83,0.36,16.74,32.93,30.32,8.45,0.77,100,20,1,1,1,1,1
2024-08-22 14:43:09.772651512,WQ012321,Meghalaya,Rural,Hand Pump,Monsoon,6.96,26.02,332.54,6.76,3.0,6.16,20.98,9.15,0.33,85.18,19.02,26.99,1.28,0.55,100,40,0,1,1,0,1
2024-08-22 15:53:14.852990200,WQ012322,Arunachal Pradesh,Rural,Well,Pre-Monsoon,6.93,25.69,491.03,5.88,2.17,43.73,110.84,2.37,1.26,43.53,106.6,21.78,12.75,0.73,50,80,0,1,0,0,1
2024-08-22 17:03:19.933328888,WQ012323,Assam,Urban,Hand Pump,Monsoon,6.64,18.23,310.11,6.4,5.17,106.39,227.68,18.32,0.03,81.2,153.94,19.72,3.39,0.15,500,60,1,0,0,1,1
2024-08-22 18:13:25.013667576,WQ012324,Nagaland,Rural,Hand Pump,Post-Monsoon,6.78,2.23,415.61,4.77,4.27,119.69,283.52,12.96,1.15,82.94,74.55,24.46,14.92,0.39,200,60,0,0,0,0,0
2024-08-22 19:23:30.094006272,WQ012325,Assam,Rural,Stream,Pre-Monsoon,6.98,1.52,414.95,7.28,2.95,0.69,1.59,2.13,0.34,5.0,157.83,26.34,1.28,0.61,50,20,0,0,0,0,0
2024-08-22 20:33:35.174344960,WQ012326,Mizoram,Rural,River,Pre-Monsoon,6.76,2.56,524.08,3.29,4.78,10.35,30.09,7.26,0.08,18.15,21.15,26.97,20.55,0.05,100,80,0,0,0,0,0
2024-08-22 21:43:40.254683648,WQ012327,Mizoram,Rural,Stream,Winter,5.92,10.04,340.12,7.96,0.67,31.83,73.81,6.29,0.05,29.3,33.05,18.15,0.2,0.78,200,40,0,0,0,0,0
2024-08-22 22:53:45.335022336,WQ012328,Assam,Rural,Stream,Post-Monsoon,5.81,7.48,371.95,6.77,6.47,1.72,5.87,3.55,1.46,5.0,15.0,22.81,8.68,0.28,500,80,0,0,0,0,0
2024-08-23 00:03:50.415361024,WQ012329,Arunachal Pradesh,Rural,Pond,Monsoon,7.69,4.33,402.37,5.41,0.77,66.98,166.72,10.91,0.02,64.36,60.86,26.71,3.63,0.23,50,80,1,1,0,0,1
2024-08-23 01:13:55.495699712,WQ012330,Assam,Urban,Pond,Pre-Monsoon,6.34,13.75,259.14,2.86,1.7,270.17,738.76,22.91,0.95,5.0,89.76,27.03,3.18,0.61,200,20,1,1,1,1,1
2024-08-23 02:24:00.576038408,WQ012331,Nagaland,Rural,Pond,Monsoon,6.41,69.67,327.86,5.17,0.5,785.48,2000.0,11.43,0.51,34.61,66.4,33.0,1.76,1.23,50,60,1,1,1,1,1
2024-08-23 03:34:05.656377096,WQ012332,Arunachal Pradesh,Rural,Hand Pump,Post-Monsoon,7.95,9.91,222.8,6.41,0.54,75.29,239.6,3.91,0.02,5.0,80.2,24.12,3.86,0.21,50,40,0,0,0,0,0
2024-08-23 04:44:10.736715784,WQ012333,Arunachal Pradesh,Urban,Stream,Post-Monsoon,6.78,0.45,446.2,7.32,5.12,67.96,232.78,0.65,0.74,51.33,111.37,23.98,0.02,0.72,1000,80,0,0,0,0,0
2024-08-23 05:54:15.817054472,WQ012334,Arunachal Pradesh,Urban,Pond,Pre-Monsoon,7.7,6.91,569.35,9.27,0.67,186.01,559.95,0.95,0.04,74.43,141.8,27.45,4.06,0.73,2000,100,1,1,1,1,1
2024-08-23 07:04:20.897393160,WQ012335,Meghalaya,Rural,Hand Pump,Post-Monsoon,6.29,19.43,82.73,6.36,12.27,100.82,351.58,4.86,0.9,44.72,77.62,22.79,3.79,0.69,50,40,1,1,1,1,1
2024-08-23 08:14:25.977731848,WQ012336,Assam,Rural,River,Pre-Monsoon,8.24,2.63,489.72,5.55,8.03,20.39,50.14,10.12,0.79,23.25,166.48,26.44,5.06,0.94,50,20,0,0,0,0,0
2024-08-23 09:24:31.058070536,WQ012337,Assam,Rural,Spring,Post-Monsoon,7.18,6.16,343.83,9.19,0.5,61.08,138.51,30.59,0.05,60.8,51.85,29.31,7.78,0.51,100,40,0,0,0,0,0
2024-08-23 10:34:36.138409232,WQ012338,Tripura,Rural,River,Monsoon,6.58,4.51,526.74,4.51,4.36,50.38,106.69,6.7,0.04,52.99,71.41,25.09,16.21,3.68,50,40,0,0,0,0,0
2024-08-23 11:44:41.218747920,WQ012339,Mizoram,Rural,Hand Pump,Monsoon,6.47,37.2,386.44,5.16,1.33,67.07,211.11,15.18,0.03,18.79,150.25,28.13,13.86,0.44,50,20,1,1,1,1,1
2024-08-23 12:54:46.299086608,WQ012340,Assam,Rural,Hand Pump,Post-Monsoon,7.61,14.28,485.95,2.94,4.61,2.3,5.03,0.09,0.28,83.61,15.0,27.91,95.78,0.42,50,40,0,1,0,0,1
2024-08-23 14:04:51.379425296,WQ012341,Nagaland,Rural,Pond,Monsoon,6.79,7.93,335.33,7.39,0.5,10.7,32.9,10.76,0.0,32.8,109.12,28.98,1.32,0.01,500,60,0,0,0,0,0
2024-08-23 15:14:56.459763984,WQ012342,Meghalaya,Rural,Spring,Post-Monsoon,5.0,3.01,356.7,9.43,2.74,9.92,33.02,3.33,0.19,66.35,33.76,20.87,32.4,0.92,50,60,0,0,0,0,0
2024-08-23 16:25:01.540102672,WQ012343,Meghalaya,Rural,Spring,Post-Monsoon,6.64,0.1,484.84,5.46,3.54,54.55,174.38,24.7,0.24,54.58,53.5,31.1,14.28,1.78,200,60,0,0,0,0,0
2024-08-23 17:35:06.620441368,WQ012344,Nagaland,Urban,Hand Pump,Post-Monsoon,7.26,2.67,693.42,8.35,7.88,8.93,25.81,6.93,0.69,44.01,38.3,20.0,0.04,0.46,100,100,0,0,0,0,0
2024-08-23 18:45:11.700780056,WQ012345,Tripura,Rural,Hand Pump,Post-Monsoon,6.23,10.64,276.16,5.58,6.15,49.11,167.82,14.15,0.25,34.35,48.3,20.96,29.3,0.24,200,40,0,0,0,0,0
2024-08-23 19:55:16.781118744,WQ012346,Mizoram,Rural,River,Pre-Monsoon,6.6,0.2,366.18,4.84,0.5,27.87,90.17,7.67,0.44,42.87,64.75,30.55,8.74,0.27,200,60,0,0,0,0,0
2024-08-23 21:05:21.861457432,WQ012347,Assam,Rural,Well,Winter,6.69,1.59,248.57,6.15,3.85,93.12,193.53,6.42,0.24,5.0,78.68,16.03,2.77,1.59,1000,40,0,1,0,1,1
2024-08-23 22:15:26.941796120,WQ012348,Mizoram,Rural,Spring,Pre-Monsoon,8.28,9.17,316.55,8.39,0.5,23.81,61.08,0.14,0.17,72.6,85.41,26.27,9.75,0.63,100,60,0,0,0,0,0
2024-08-23 23:25:32.022134808,WQ012349,Assam,Rural,Well,Pre-Monsoon,7.48,7.31,278.15,4.11,2.14,18.1,39.99,11.08,1.34,76.95,103.72,32.22,28.41,1.44,200,60,0,0,0,0,0
2024-08-24 00:35:37.102473504,WQ012350,Assam,Rural,River,Pre-Monsoon,7.26,30.21,210.34,4.89,1.3,1.79,4.58,1.69,0.17,75.98,68.91,28.56,9.09,0.64,100,80,0,0,0,0,0
2024-08-24 01:45:42.182812192,WQ012351,Nagaland,Rural,Stream,Winter,6.07,3.47,421.09,7.55,0.71,30.7,94.25,17.25,1.08,54.7,111.5,18.29,2.82,0.29,500,40,0,0,0,0,0
2024-08-24 02:55:47.263150880,WQ012352,Arunachal Pradesh,Rural,Well,Monsoon,6.05,2.5,378.5,3.87,1.01,11.09,24.67,11.62,1.02,16.89,115.28,30.5,3.49,0.34,500,80,0,0,0,0,0
2024-08-24 04:05:52.343489568,WQ012353,Assam,Rural,Stream,Post-Monsoon,7.68,7.65,224.73,7.12,0.85,43.82,138.37,15.34,0.6,13.77,109.84,22.29,5.18,0.45,100,100,0,0,0,0,0
