sample_date,state,location_type,water_source,season,ph,turbidity_ntu,tds_mg_l,dissolved_oxygen_mg_l,bod_mg_l,fecal_coliform_mpn,total_coliform_mpn,nitrate_mg_l,fluoride_mg_l,chloride_mg_l,hardness_mg_l,temperature_c,arsenic_ug_l,iron_mg_l,population_served,sanitation_access_percent,cholera_outbreak,typhoid_outbreak,dysentery_outbreak,hepatitis_a_outbreak,overall_outbreak
2023-06-29,Assam,Rural,Pond,Pre-Monsoon,8.01,1.92,453.0,2.55,1.74,68.6,128.4,34.0,0.098,1.0,141.9,23.0,4.03,1.567,50,60,1,1,0,1,1
2024-09-30,Meghalaya,Rural,River,Monsoon,7.63,7.8,369.6,6.82,0.64,40.9,117.8,10.68,1.366,140.3,94.5,26.2,7.85,0.075,100,20,0,0,0,0,0
2024-12-10,Meghalaya,Urban,River,Pre-Monsoon,8.34,10.36,730.0,6.12,2.54,31.5,68.3,10.2,0.27,76.1,119.4,23.7,2.43,2.534,1000,60,0,0,0,0,0
2023-11-23,Meghalaya,Rural,River,Monsoon,6.66,23.05,673.0,5.74,0.69,40.4,105.6,18.2,0.055,9.3,55.6,23.4,23.9,0.08,500,60,0,0,0,1,1
2024-05-27,Assam,Rural,Stream,Pre-Monsoon,4.77,7.28,351.0,6.83,1.37,63.3,165.2,7.65,0.49,40.2,146.5,23.7,3.62,0.368,50,40,0,1,0,1,1
2024-02-23,Assam,Rural,Pond,Post-Monsoon,9.09,5.61,250.6,4.17,2.03,4.1,9.3,9.34,0.546,64.6,151.5,27.9,12.44,0.633,100,40,0,0,0,0,0
2024-05-02,Assam,Rural,River,Winter,5.94,12.67,341.6,5.7,4.19,7.9,18.1,7.39,0.986,67.0,42.7,12.0,3.4,0.01,50,100,0,0,0,0,0
2024-02-11,Meghalaya,Rural,River,Monsoon,6.84,35.59,174.6,7.26,2.14,196.5,535.5,26.15,0.286,40.2,111.7,23.8,10.45,0.128,200,60,1,1,1,1,1
2023-09-13,Arunachal Pradesh,Rural,River,Post-Monsoon,5.67,3.95,260.8,4.48,7.63,8.5,16.3,6.87,0.229,38.1,46.0,24.6,10.89,0.259,2000,80,0,0,0,0,0
2023-12-03,Assam,Rural,Stream,Monsoon,5.59,61.51,249.2,7.99,6.89,65.5,183.3,7.98,0.303,21.7,212.2,23.7,6.81,0.764,100,60,1,1,0,1,1
2023-07-27,Meghalaya,Rural,River,Winter,6.75,14.39,526.7,5.73,3.84,89.6,250.5,29.69,0.022,1.0,60.7,16.9,19.41,1.552,1000,80,0,0,0,0,0
2024-05-19,Meghalaya,Urban,Stream,Pre-Monsoon,7.12,9.15,375.0,7.36,12.68,10.5,31.3,0.11,0.486,66.6,103.9,23.3,5.1,0.011,2000,60,0,0,0,0,0
2023-01-31,Mizoram,Rural,Rainwater,Winter,5.65,6.3,320.1,2.44,3.2,33.7,88.1,9.42,0.411,1.0,143.6,21.3,8.9,0.206,200,40,0,0,0,0,0
2024-01-26,Assam,Rural,Stream,Monsoon,5.74,0.65,203.4,6.27,1.96,90.2,153.9,7.0,0.136,18.3,115.4,24.6,7.37,0.604,500,40,0,1,0,1,1
2023-12-12,Assam,Urban,Well,Pre-Monsoon,7.39,1.04,202.6,8.01,9.53,51.3,118.3,3.92,2.459,37.6,20.0,31.7,22.81,0.749,200,80,0,1,0,0,1
2024-04-16,Assam,Rural,Spring,Pre-Monsoon,6.92,2.34,50.0,9.89,0.97,23.4,63.6,7.27,0.245,24.1,29.4,23.7,5.04,0.35,1000,60,0,0,0,0,0
2023-05-10,Sikkim,Rural,River,Post-Monsoon,5.92,6.77,293.4,7.96,5.69,2.3,6.2,51.75,1.358,1.0,10.0,28.7,3.33,0.093,100,60,0,0,0,0,0
2023-10-16,Nagaland,Rural,Spring,Winter,5.35,1.22,372.7,9.65,4.76,42.9,78.7,25.57,0.02,16.4,119.1,17.3,8.53,0.865,1000,100,0,0,0,0,0
2024-09-09,Assam,Rural,Pond,Monsoon,5.84,100.94,687.7,3.98,1.09,93.8,172.8,22.76,0.089,55.1,65.8,25.9,9.94,1.612,50,40,1,1,1,1,1
2024-01-25,Assam,Rural,Spring,Post-Monsoon,6.37,11.93,420.6,7.71,1.06,88.3,182.5,10.8,0.047,48.3,66.4,28.5,2.76,0.175,100,40,0,0,0,1,1
2024-02-07,Assam,Rural,Spring,Monsoon,7.01,2.16,386.3,9.31,1.31,99.8,164.5,33.5,0.337,21.8,90.7,24.8,1.96,2.588,50,20,0,1,1,1,1
2023-06-01,Assam,Rural,Hand Pump,Pre-Monsoon,5.58,1.49,697.9,3.79,6.22,19.6,38.2,22.96,0.601,1.0,54.2,22.1,19.17,1.812,100,20,0,0,0,0,0
2024-06-04,Mizoram,Rural,Pond,Post-Monsoon,8.92,74.29,317.8,3.82,9.13,4.4,11.3,20.17,2.484,1.0,85.0,26.2,8.13,0.052,100,60,0,0,0,0,0
2024-12-07,Tripura,Rural,Spring,Pre-Monsoon,5.32,6.24,330.8,6.76,3.74,67.9,154.9,28.1,0.15,1.0,94.8,25.1,3.58,0.38,50,40,0,1,0,1,1
2023-06-04,Nagaland,Rural,Stream,Post-Monsoon,6.29,8.95,283.8,5.38,2.38,91.4,166.8,10.61,0.367,33.7,169.2,21.7,9.51,0.804,200,80,0,0,0,0,0
2024-01-29,Meghalaya,Rural,River,Pre-Monsoon,6.16,22.24,503.9,5.09,0.5,3.4,9.6,14.6,0.106,35.0,38.4,22.9,1.21,0.634,100,100,0,0,0,0,0
2024-02-19,Tripura,Rural,River,Winter,6.61,3.14,574.4,4.85,1.08,81.1,150.4,16.1,0.056,5.2,142.7,17.2,3.58,0.687,200,60,0,0,0,0,0
2024-03-22,Assam,Rural,Hand Pump,Post-Monsoon,7.34,2.01,409.4,8.24,1.04,16.7,34.2,41.02,0.974,1.0,152.0,23.9,28.26,0.206,500,20,0,0,0,0,0
2023-11-27,Meghalaya,Rural,Hand Pump,Post-Monsoon,6.78,14.48,721.0,4.59,4.17,2.6,7.0,6.47,0.664,4.0,168.8,23.3,0.23,0.968,200,60,0,0,0,0,0
2023-12-14,Nagaland,Urban,River,Post-Monsoon,6.51,0.85,432.2,7.27,3.24,49.5,120.1,7.55,0.132,1.0,79.1,26.3,10.17,0.272,1000,60,0,0,0,0,0
2024-07-14,Assam,Rural,Hand Pump,Pre-Monsoon,6.17,4.44,430.8,9.08,3.21,129.2,223.4,17.5,0.183,1.0,118.0,25.5,6.3,0.614,1000,80,0,0,0,0,0
2024-12-03,Nagaland,Rural,Stream,Post-Monsoon,7.47,17.95,234.4,9.39,0.86,6.3,10.3,17.67,0.516,33.4,73.8,28.3,1.86,0.146,200,80,0,0,0,0,0
2023-04-11,Arunachal Pradesh,Rural,Stream,Pre-Monsoon,6.56,0.77,285.0,9.25,2.67,120.3,219.8,8.8,0.04,48.8,86.3,23.2,29.64,0.779,50,80,0,0,0,1,1
2023-02-09,Assam,Rural,River,Monsoon,7.33,27.97,171.3,1.99,4.68,92.7,227.4,24.15,0.085,3.6,77.4,25.0,0.5,1.341,2000,40,1,1,1,1,1
2024-11-08,Arunachal Pradesh,Rural,Spring,Post-Monsoon,6.22,0.28,210.3,7.29,1.75,30.1,65.0,6.36,0.197,36.6,104.6,29.7,13.47,0.714,50,60,0,0,0,0,0
2023-08-14,Assam,Rural,Stream,Post-Monsoon,7.25,4.63,345.7,9.08,0.71,27.0,57.5,29.1,0.316,1.0,147.1,22.6,76.23,0.174,200,60,0,0,0,0,0
2024-04-13,Meghalaya,Rural,Well,Monsoon,6.93,4.19,376.9,6.58,1.66,338.8,936.5,13.13,0.456,28.2,10.0,24.5,3.1,0.988,50,20,1,1,1,1,1
2024-09-05,Nagaland,Rural,Well,Monsoon,6.65,36.86,378.7,6.43,1.05,101.4,257.9,6.27,0.648,35.9,33.6,24.4,1.26,0.616,50,40,1,1,1,1,1
2024-10-01,Tripura,Rural,River,Monsoon,5.61,7.56,320.7,6.13,1.3,97.8,182.5,27.03,0.308,53.1,135.9,23.2,2.04,2.186,500,40,0,1,1,1,1
2023-05-25,Assam,Rural,River,Pre-Monsoon,7.34,7.93,246.4,2.41,0.96,67.2,126.3,8.34,0.01,18.6,10.0,26.9,18.76,0.133,200,20,0,1,0,1,1
2024-12-12,Mizoram,Rural,Stream,Pre-Monsoon,6.06,2.14,284.7,8.76,0.5,11.3,22.6,23.64,0.62,1.0,102.2,26.9,0.89,0.046,100,60,0,0,0,0,0
2024-03-09,Sikkim,Rural,Spring,Monsoon,5.84,13.62,584.9,9.25,4.52,44.7,131.1,55.77,1.947,56.5,140.2,25.0,15.94,0.825,100,80,0,0,0,0,0
2023-08-20,Assam,Rural,Stream,Pre-Monsoon,5.8,5.06,395.6,8.33,2.48,266.9,596.0,12.56,0.051,1.0,94.7,25.7,4.43,0.233,100,60,1,1,0,1,1
2023-03-27,Arunachal Pradesh,Rural,Stream,Monsoon,7.96,85.34,386.4,7.92,4.66,365.1,1008.4,8.11,0.329,22.4,101.3,27.1,12.52,0.356,200,40,1,1,1,1,1
2024-08-16,Tripura,Rural,River,Monsoon,7.93,16.97,301.6,7.58,0.5,77.0,178.2,59.98,0.36,57.8,147.8,23.1,4.95,0.751,200,20,0,1,0,1,1
2024-01-25,Arunachal Pradesh,Rural,Stream,Monsoon,7.21,4.58,211.9,5.92,2.02,168.6,486.0,19.04,0.552,1.0,79.7,25.7,8.25,0.59,100,40,1,1,1,1,1
2024-01-13,Assam,Rural,Spring,Pre-Monsoon,6.37,2.1,398.8,10.2,1.26,64.1,98.7,15.87,0.151,63.0,81.7,25.4,22.65,2.151,100,60,0,0,0,0,0
2024-11-04,Mizoram,Rural,Rainwater,Monsoon,5.9,4.73,238.4,9.59,0.5,47.8,117.1,5.45,0.022,159.2,96.9,22.8,33.83,2.02,500,80,0,0,0,0,0
2024-05-06,Assam,Rural,Well,Winter,6.45,0.87,403.3,6.2,2.39,41.2,95.2,35.83,0.095,1.0,63.1,17.9,0.45,1.466,2000,60,0,0,0,0,0
2023-09-06,Arunachal Pradesh,Rural,Well,Pre-Monsoon,6.79,2.91,567.3,5.84,3.5,21.8,48.7,10.73,0.543,1.0,70.9,30.0,22.23,0.391,2000,80,0,0,0,0,0
2024-08-14,Manipur,Rural,Spring,Post-Monsoon,5.03,3.46,50.0,6.77,0.5,55.4,86.2,33.98,0.257,35.7,109.1,23.2,0.09,0.056,50,40,0,1,0,0,1
2023-05-24,Meghalaya,Rural,Stream,Pre-Monsoon,7.88,10.93,243.0,4.99,2.18,11.1,21.7,6.7,0.098,25.9,49.2,32.0,0.84,0.618,50,40,0,0,0,0,0
2024-09-01,Assam,Rural,Well,Winter,6.26,0.83,519.2,8.57,2.04,234.3,412.4,11.92,0.01,74.6,36.6,18.1,9.81,0.188,500,40,0,1,1,1,1
2024-12-11,Mizoram,Rural,Stream,Post-Monsoon,5.45,25.05,191.7,6.88,1.89,103.7,164.0,18.95,0.466,22.8,105.0,21.8,1.78,0.044,200,80,1,0,1,0,1
2024-12-28,Nagaland,Rural,Spring,Monsoon,5.49,0.36,672.4,5.42,1.49,26.8,69.0,32.1,0.249,1.0,88.2,24.3,6.46,0.24,500,60,0,0,0,0,0
2023-02-10,Meghalaya,Rural,Stream,Monsoon,6.1,5.24,560.2,7.43,1.91,447.9,1287.2,6.16,0.033,1.0,84.2,22.8,1.58,1.667,50,60,1,1,0,1,1
2024-08-17,Meghalaya,Rural,Well,Pre-Monsoon,6.53,2.67,256.7,7.48,1.45,163.2,305.4,9.39,0.753,42.0,59.6,25.8,7.39,0.121,5000,100,0,1,0,1,1
2024-09-19,Mizoram,Rural,Spring,Pre-Monsoon,6.34,8.32,50.0,6.86,0.82,37.4,103.9,7.88,2.765,119.0,136.9,30.7,11.65,0.01,100,40,0,0,0,0,0
2024-04-15,Meghalaya,Rural,Pond,Pre-Monsoon,6.02,6.44,325.1,1.13,3.01,246.3,713.5,54.87,0.245,60.3,68.2,20.2,6.14,0.56,5000,60,1,1,1,1,1
2024-01-04,Assam,Rural,Spring,Winter,5.81,9.31,87.3,8.84,0.58,28.8,73.3,14.61,1.072,41.6,111.2,15.7,4.88,2.303,1000,60,0,0,0,0,0
2024-03-07,Arunachal Pradesh,Rural,River,Post-Monsoon,6.74,16.77,222.3,7.56,0.5,40.7,61.3,8.75,0.267,66.3,80.5,24.7,2.03,0.572,100,100,0,0,0,0,0
2024-07-19,Meghalaya,Rural,Rainwater,Pre-Monsoon,6.95,0.76,505.3,4.4,0.5,57.9,159.3,25.16,0.288,83.1,54.2,31.6,0.83,0.088,100,40,0,0,0,0,0
2023-08-20,Meghalaya,Urban,Spring,Post-Monsoon,5.96,1.23,208.0,7.15,2.54,8.3,20.8,1.46,0.572,22.1,146.7,26.4,3.68,0.113,100,40,0,0,0,0,0
2024-05-08,Assam,Rural,Stream,Monsoon,6.67,0.93,223.2,8.83,0.76,19.5,35.4,10.57,0.733,48.6,104.4,21.7,4.29,0.324,200,100,0,0,0,0,0
2023-11-29,Arunachal Pradesh,Rural,Stream,Post-Monsoon,6.71,8.89,383.5,6.01,0.86,152.3,339.6,86.35,0.01,46.4,128.2,25.1,10.12,0.097,2000,80,1,0,0,0,1
2023-04-16,Assam,Rural,River,Winter,6.96,21.25,405.5,3.88,3.09,80.3,214.1,19.29,0.741,26.8,69.3,21.8,4.39,0.51,50,40,0,1,1,1,1
2024-07-17,Nagaland,Rural,River,Winter,5.83,8.31,409.2,8.21,4.64,23.7,39.7,40.08,0.277,82.4,133.7,17.8,4.37,0.339,100,40,0,0,0,0,0
2023-02-23,Arunachal Pradesh,Rural,Spring,Monsoon,6.23,11.68,336.0,7.5,6.3,38.3,113.7,15.83,0.078,34.2,94.6,24.1,19.03,0.198,2000,40,0,0,0,0,0
2023-11-28,Assam,Urban,Rainwater,Monsoon,6.1,29.79,365.6,6.4,2.35,96.6,282.9,86.82,0.309,15.4,147.1,27.3,1.66,0.01,100,60,0,1,0,1,1
2024-04-29,Mizoram,Rural,River,Monsoon,6.52,5.84,579.9,6.96,3.14,139.1,397.4,15.88,0.911,5.9,78.0,25.6,1.58,0.109,50,80,1,1,0,1,1
2024-09-16,Meghalaya,Rural,Pond,Post-Monsoon,7.12,4.84,350.1,5.36,6.75,107.5,233.4,10.92,0.467,17.8,132.1,23.8,0.53,0.433,50,60,1,0,0,0,1
2023-01-31,Nagaland,Rural,Well,Monsoon,6.18,6.55,373.1,9.66,0.5,525.9,884.2,63.14,0.245,52.4,85.5,21.6,1.21,0.154,200,40,1,1,1,1,1
2023-02-10,Meghalaya,Rural,Well,Pre-Monsoon,5.99,1.63,321.3,7.53,2.91,97.3,252.4,36.39,0.122,1.0,69.0,24.6,0.31,0.716,50,60,0,1,0,0,1
2023-10-14,Manipur,Rural,Hand Pump,Post-Monsoon,4.95,6.15,124.7,10.24,4.57,4.9,10.4,15.03,0.172,41.1,97.2,28.1,8.79,1.244,500,60,0,0,0,0,0
2023-04-28,Assam,Rural,Spring,Winter,7.22,1.35,684.5,7.81,4.34,20.4,34.9,6.16,0.023,6.7,103.4,19.9,3.71,0.25,500,40,0,0,0,0,0
2024-08-27,Assam,Rural,River,Pre-Monsoon,6.61,1.29,403.3,2.52,1.1,73.2,144.1,25.42,1.916,5.7,145.4,23.9,4.01,0.66,500,60,0,0,0,0,0
2023-06-18,Arunachal Pradesh,Rural,Spring,Pre-Monsoon,6.11,4.84,671.2,7.23,1.28,49.8,117.6,100.0,0.11,1.0,76.0,26.8,5.64,0.605,200,20,0,0,0,0,0
2023-07-12,Assam,Rural,Stream,Monsoon,5.41,14.09,137.8,7.75,1.46,92.6,158.4,16.18,1.094,1.0,42.2,24.1,0.08,0.462,100,60,1,0,0,0,1
2023-07-23,Mizoram,Rural,River,Post-Monsoon,6.88,3.15,323.3,2.7,7.1,90.7,199.0,10.08,0.01,34.4,70.8,27.0,19.32,0.051,50,20,1,0,1,1,1
2024-08-04,Assam,Rural,Well,Post-Monsoon,5.56,10.45,532.5,9.39,2.16,6.8,18.2,20.79,0.152,85.8,185.7,26.3,23.21,1.704,50,60,0,0,0,0,0
2023-10-27,Meghalaya,Rural,Spring,Monsoon,7.07,2.29,334.3,8.09,0.89,109.0,281.8,57.39,0.374,115.6,115.7,26.4,1.9,0.984,200,40,0,1,1,1,1
2024-07-18,Mizoram,Rural,Hand Pump,Post-Monsoon,6.76,2.07,233.2,4.03,2.84,33.6,93.0,7.57,0.251,1.0,93.3,23.3,1.44,1.873,200,40,0,0,0,0,0
2023-09-28,Assam,Rural,Spring,Monsoon,6.82,16.41,479.3,8.57,5.71,72.7,131.5,7.32,0.337,67.3,145.2,24.6,1.54,0.171,1000,40,0,1,0,1,1
2024-09-19,Arunachal Pradesh,Rural,Spring,Post-Monsoon,7.1,4.52,541.5,7.39,7.34,2.0,5.1,24.22,0.208,20.6,214.3,25.3,21.44,0.519,100,100,0,0,0,0,0
2024-04-10,Tripura,Rural,Hand Pump,Monsoon,5.6,1.88,199.6,8.6,1.03,58.2,138.8,43.0,0.085,32.2,34.0,26.7,3.14,1.596,500,60,0,0,0,0,0
2024-05-13,Meghalaya,Rural,River,Winter,7.13,14.98,357.1,5.96,1.26,42.8,98.0,29.13,0.722,11.4,58.4,16.3,41.24,2.273,1000,60,0,0,0,0,0
2023-05-25,Nagaland,Rural,Well,Monsoon,7.16,1.28,518.2,6.71,2.46,62.5,162.5,33.35,0.031,1.0,75.3,24.6,9.17,0.74,50,60,0,1,0,0,1
2023-09-25,Meghalaya,Rural,Stream,Pre-Monsoon,7.29,7.94,222.4,6.37,0.79,19.2,34.3,31.47,0.323,49.6,90.4,23.2,12.48,0.105,100,60,0,0,0,0,0
2023-03-18,Meghalaya,Rural,Hand Pump,Monsoon,5.88,0.66,269.1,4.31,3.23,96.8,151.2,19.04,0.201,65.2,148.2,26.8,1.44,0.964,100,80,1,0,0,0,1
2024-09-17,Manipur,Rural,Stream,Winter,6.84,9.17,340.8,8.88,2.9,77.9,144.7,15.34,1.474,138.7,116.2,21.6,3.16,1.721,500,40,0,0,0,0,0
2024-11-06,Meghalaya,Rural,Hand Pump,Winter,5.9,1.75,453.6,8.94,2.56,24.9,68.2,24.67,0.122,51.5,53.1,18.6,28.85,0.142,200,40,0,0,0,0,0
2024-12-03,Assam,Rural,River,Monsoon,7.23,12.41,88.6,5.24,1.97,59.3,171.7,18.65,0.181,19.8,89.9,25.8,9.72,1.378,500,20,0,0,0,0,0
2023-10-03,Mizoram,Rural,Pond,Monsoon,8.02,32.86,54.4,4.08,2.98,120.1,219.8,17.45,0.268,16.0,65.8,22.4,2.03,1.192,50,60,1,1,1,1,1
2024-10-18,Mizoram,Rural,Well,Pre-Monsoon,5.88,0.74,319.6,5.44,19.11,121.1,280.1,7.31,0.369,9.4,70.5,22.3,1.6,0.804,500,60,0,0,0,0,0
2023-11-13,Tripura,Rural,Hand Pump,Winter,7.75,6.67,533.4,9.44,0.7,69.9,163.8,37.49,0.045,52.9,105.3,19.5,2.66,0.051,100,60,0,0,0,0,0
2024-02-02,Tripura,Rural,Stream,Post-Monsoon,6.47,1.54,141.6,8.32,0.5,108.5,303.2,23.31,0.822,1.0,117.0,30.3,0.33,0.865,50,20,1,1,1,0,1
2024-11-30,Manipur,Rural,Well,Winter,6.77,5.71,236.2,7.17,3.16,26.9,53.1,6.51,2.314,74.9,138.2,14.8,0.46,0.975,1000,40,0,0,0,0,0
2024-11-24,Tripura,Rural,Well,Winter,6.91,2.37,210.1,3.9,1.2,135.6,300.7,34.43,1.385,1.0,174.3,18.3,0.51,1.714,1000,40,0,1,0,0,1
2023-11-01,Meghalaya,Rural,Spring,Post-Monsoon,5.66,2.45,214.3,8.13,1.57,5.5,14.7,25.71,0.29,95.0,122.1,28.4,3.81,0.536,1000,60,0,0,0,0,0
2024-11-05,Sikkim,Rural,River,Monsoon,6.68,21.89,149.2,7.42,1.6,47.0,102.4,9.32,0.024,31.1,168.8,25.0,6.22,0.362,500,80,0,0,0,0,0
2023-04-25,Assam,Rural,River,Winter,7.7,4.77,528.5,5.95,0.97,4.5,13.2,9.89,2.035,41.3,104.5,14.5,0.46,0.391,200,40,0,0,0,0,0
2023-11-09,Nagaland,Rural,Spring,Pre-Monsoon,5.99,7.97,562.8,8.43,0.5,33.7,68.9,33.44,1.146,75.2,59.5,28.1,1.88,0.438,5000,20,0,0,0,0,0
2024-02-01,Arunachal Pradesh,Rural,Well,Pre-Monsoon,6.68,0.58,161.5,9.67,0.5,1.3,4.0,22.26,0.228,50.6,10.0,31.4,0.03,0.465,50,40,0,0,0,0,0
2023-08-08,Manipur,Rural,Hand Pump,Pre-Monsoon,7.71,3.99,199.3,9.47,6.77,49.4,82.8,17.15,0.244,109.2,99.3,25.4,0.21,4.892,1000,20,0,0,0,0,0
2024-10-20,Arunachal Pradesh,Urban,Spring,Winter,7.23,4.42,469.2,7.0,5.28,74.6,189.5,39.08,0.01,1.0,152.7,20.2,3.75,1.146,200,40,0,1,0,0,1
2024-12-28,Meghalaya,Rural,River,Monsoon,6.99,8.98,326.1,10.3,1.68,24.6,50.2,45.84,1.249,34.5,140.4,23.5,2.61,0.165,1000,60,0,0,0,0,0
2023-05-11,Assam,Rural,River,Post-Monsoon,7.46,24.84,200.8,8.19,3.94,68.0,150.3,17.2,0.625,1.0,93.2,30.0,4.64,0.939,500,40,0,0,0,1,1
2023-11-10,Arunachal Pradesh,Rural,River,Post-Monsoon,6.39,0.3,503.8,6.75,4.73,122.2,346.5,16.35,0.085,1.0,153.1,26.4,1.29,0.01,100,60,0,0,0,0,0
2024-07-31,Meghalaya,Rural,River,Monsoon,6.09,113.22,259.8,4.82,5.93,12.5,33.9,11.45,0.01,1.0,17.1,25.6,12.11,0.407,1000,80,0,0,0,0,0
2024-11-24,Manipur,Rural,River,Winter,7.06,0.52,399.4,3.64,6.62,4.5,9.6,8.81,0.01,71.2,33.2,15.6,7.62,0.164,100,40,0,0,0,0,0
2023-05-04,Assam,Rural,Hand Pump,Pre-Monsoon,5.76,0.68,652.5,4.69,7.95,82.1,171.8,31.64,0.601,2.7,97.4,23.9,69.65,3.862,50,80,0,0,0,0,0
2023-10-23,Manipur,Rural,Spring,Post-Monsoon,6.24,14.91,557.6,4.4,3.05,38.7,89.5,9.26,1.672,142.9,17.3,27.8,8.07,2.554,100,80,0,0,0,0,0
2023-07-02,Tripura,Rural,Rainwater,Pre-Monsoon,6.76,6.91,375.4,9.58,2.75,6.1,10.2,17.77,0.343,35.2,51.8,30.1,5.3,0.553,500,60,0,0,0,0,0
2024-08-17,Assam,Rural,Well,Monsoon,4.84,2.99,620.4,6.5,1.55,186.1,527.7,13.85,0.113,71.6,93.9,28.3,4.42,0.246,100,40,1,1,1,1,1
2023-08-03,Tripura,Rural,River,Pre-Monsoon,6.95,5.51,579.4,5.67,1.49,88.8,216.1,11.26,0.347,1.0,110.8,27.9,1.5,0.704,500,60,0,0,0,1,1
2024-04-25,Manipur,Rural,Hand Pump,Winter,6.33,1.81,514.4,3.31,7.3,47.5,107.0,14.91,0.171,2.7,160.7,20.8,17.6,1.842,1000,60,0,0,0,0,0
2023-10-11,Assam,Rural,River,Pre-Monsoon,6.61,0.53,172.3,5.81,0.57,3.4,7.0,13.79,0.985,39.3,85.7,28.1,3.27,0.018,500,80,0,0,0,0,0
2023-08-24,Nagaland,Rural,Rainwater,Post-Monsoon,7.05,1.97,160.6,5.62,0.96,39.4,60.2,26.96,0.255,44.3,42.2,28.4,5.41,0.581,100,80,0,0,0,0,0
2024-04-15,Tripura,Rural,Hand Pump,Monsoon,6.51,36.32,634.4,3.84,0.5,247.1,466.8,5.58,0.871,1.0,154.5,26.9,5.79,0.82,100,80,1,1,1,1,1
2024-06-16,Assam,Rural,River,Monsoon,8.21,53.69,178.1,4.21,0.5,63.1,136.1,6.43,0.28,36.5,85.7,26.7,3.03,1.332,100,60,1,1,0,0,1
2024-05-28,Manipur,Rural,Spring,Pre-Monsoon,6.55,16.37,297.1,7.24,10.48,52.3,105.6,47.0,0.947,19.8,97.3,28.0,3.81,0.022,200,40,0,1,0,0,1
2023-03-04,Meghalaya,Rural,Pond,Monsoon,8.63,13.87,226.0,5.3,1.03,0.9,1.4,8.33,0.947,6.6,168.1,24.4,4.13,0.096,200,20,0,0,1,0,1
2024-03-19,Assam,Rural,Well,Pre-Monsoon,6.33,10.82,526.3,3.66,0.79,31.2,84.4,5.99,0.031,1.0,142.8,28.2,0.54,0.255,1000,100,0,0,0,0,0
2024-11-05,Tripura,Rural,Stream,Monsoon,5.66,16.4,309.4,6.34,0.82,68.1,178.6,11.06,0.439,1.0,89.3,24.5,4.26,0.183,100,40,0,1,0,1,1
2024-11-26,Manipur,Rural,Stream,Post-Monsoon,7.95,6.74,292.3,7.79,3.61,44.7,102.5,9.18,1.806,14.4,83.8,23.0,2.07,0.334,100,60,0,0,0,0,0
2024-05-23,Arunachal Pradesh,Rural,Well,Pre-Monsoon,7.18,0.74,382.2,5.9,0.5,126.4,207.2,5.26,0.238,1.0,42.6,30.3,13.15,0.04,50,100,0,0,0,0,0
2024-10-12,Assam,Rural,Pond,Monsoon,7.89,10.67,50.0,0.91,7.01,779.2,1367.6,11.63,1.341,1.0,107.9,22.8,4.76,0.294,50,100,1,1,1,1,1
2024-03-02,Meghalaya,Rural,Pond,Pre-Monsoon,4.81,43.02,409.2,0.5,2.82,239.4,538.6,19.36,0.957,18.7,124.2,26.7,1.77,1.928,200,60,1,1,1,1,1
2024-12-30,Assam,Rural,Pond,Pre-Monsoon,6.73,6.28,131.2,3.61,3.65,17.2,35.9,12.32,0.054,53.3,95.7,27.6,8.23,0.102,100,40,0,1,0,0,1
2023-12-24,Manipur,Rural,Spring,Monsoon,8.2,2.6,187.9,7.18,1.87,79.0,123.0,12.05,0.141,68.4,125.0,25.5,4.94,0.058,200,40,0,1,0,1,1
2024-03-29,Meghalaya,Rural,Well,Monsoon,6.41,25.44,494.2,5.79,0.57,47.3,78.0,10.37,2.01,87.1,27.9,25.9,2.53,0.297,200,40,0,1,1,1,1
2023-05-02,Manipur,Rural,Stream,Winter,6.22,17.62,452.1,7.22,2.73,39.4,114.7,7.73,0.06,64.8,138.0,14.5,0.49,0.37,2000,60,0,0,0,0,0
2023-01-18,Meghalaya,Rural,Well,Monsoon,5.58,12.9,541.5,8.4,0.5,25.8,51.5,16.68,0.094,44.9,93.1,27.7,2.47,0.221,100,80,0,0,0,0,0
2024-03-11,Mizoram,Rural,Stream,Winter,7.44,2.66,473.3,6.51,1.06,41.0,112.2,5.82,0.484,48.4,23.8,19.0,5.94,1.899,2000,60,0,0,0,0,0
2023-06-03,Tripura,Rural,Hand Pump,Monsoon,6.42,0.73,708.3,8.92,5.72,71.3,158.0,17.39,0.863,34.7,23.6,26.4,7.16,0.756,100,100,0,0,0,0,0
2024-02-16,Arunachal Pradesh,Rural,Spring,Monsoon,4.62,6.54,78.1,9.62,0.65,60.1,161.6,23.5,2.977,68.6,144.8,26.6,3.73,0.089,1000,40,0,1,0,1,1
2023-09-22,Assam,Rural,Pond,Monsoon,5.74,150.0,221.9,3.18,3.47,296.0,645.8,5.43,1.876,1.0,124.4,24.4,11.99,0.93,1000,40,1,1,1,1,1
2023-01-02,Tripura,Rural,River,Winter,7.63,0.65,303.9,6.75,0.5,8.9,13.7,15.3,0.01,58.3,136.5,24.6,3.67,1.217,100,60,0,0,0,0,0
2023-10-01,Manipur,Rural,Pond,Winter,5.81,10.7,373.8,5.71,3.65,30.7,77.7,44.45,0.078,12.9,115.2,16.6,0.18,0.075,200,80,0,0,0,0,0
2024-01-29,Nagaland,Rural,Spring,Post-Monsoon,5.26,3.97,236.5,4.85,0.5,15.5,37.8,9.14,0.901,96.8,122.8,26.0,8.57,1.215,500,60,0,0,0,0,0
